ltable_id,rtable_id,label
2088,15396,0
299,4642,0
1454,10760,1
1987,8946,0
2229,14755,1
2220,10752,0
2030,20736,0
1910,11826,0
1136,17380,0
719,5771,0
2549,17704,0
1529,21793,0
102,15715,0
320,10822,0
2361,18200,0
53,20429,0
801,13029,1
688,20564,0
2379,264,1
2090,15249,0
1242,13108,0
1893,8667,0
2438,9876,0
2542,9161,0
2020,6740,0
1429,16040,0
218,5037,0
547,13271,0
362,18768,0
1987,16252,1
1927,11278,0
2149,10791,0
1029,16791,1
2192,3016,0
2481,6885,1
117,9322,0
2293,14509,0
2471,18153,0
2436,760,0
424,8534,1
509,7771,0
1037,12044,0
1701,19646,0
1611,14615,0
2260,189,0
1955,20238,0
1944,828,1
1932,3063,0
700,21811,0
547,17255,0
1673,1317,0
1296,21811,0
1252,11617,0
1534,1089,0
429,5217,0
1228,5477,0
187,19020,0
1413,8826,0
1872,6324,0
2019,17754,0
1080,14454,1
944,11968,0
688,10786,0
2249,7204,0
500,8565,0
814,17186,0
1242,8985,0
22,6954,0
1321,21461,0
53,2819,0
584,965,1
1564,8934,0
897,9515,0
1016,18303,0
275,20623,0
1426,760,0
2430,2819,0
99,635,0
29,8070,0
2389,14701,0
793,12098,0
934,8667,0
1405,20324,0
2361,6740,0
485,363,0
1641,15009,1
84,9610,0
626,18152,0
889,118,0
2397,10117,1
1197,20774,0
22,17882,0
1129,6601,0
1581,12464,0
1945,13413,0
324,556,0
1879,9985,0
1208,1607,0
2020,20121,0
1060,17837,0
1526,18186,0
2100,8944,0
65,3190,0
465,7305,0
1528,16323,0
462,4733,0
531,12693,0
1502,13388,0
2220,10751,0
1178,13427,0
92,11014,0
19,6992,0
1784,8486,0
2006,13921,1
576,21794,0
58,10144,0
172,7295,0
2538,6488,0
1129,10606,0
1853,7015,0
539,11542,1
1927,14737,0
717,20106,1
1178,6751,0
852,14680,0
224,12206,0
1563,430,1
760,1477,0
1211,20840,0
852,17203,0
166,20125,0
53,21693,0
700,6740,0
2020,16608,0
1000,8404,0
2424,12273,0
342,13307,0
759,2384,0
1997,2480,0
2392,7971,0
1656,2790,0
2430,20429,0
1882,2728,0
2305,14736,0
719,15884,0
618,12414,0
2429,6266,0
1741,2751,0
944,14176,0
1060,12781,0
465,4862,0
1689,19646,0
1631,15086,0
2501,4362,1
1546,14674,0
1661,18490,0
634,17108,0
1626,18458,0
1155,6941,0
1454,10763,0
1242,20737,0
1643,2779,1
1701,13499,0
1516,10829,0
125,2450,0
1833,20529,0
1983,10891,0
900,1003,0
1862,7472,0
2019,19861,0
1983,12943,0
677,17839,0
1760,16579,0
2517,10728,0
2340,1800,0
1067,17506,0
1882,12726,0
547,3302,0
709,1096,1
429,5216,0
2328,18170,0
1824,15224,0
2020,13427,0
2028,12891,1
6,13023,0
2293,6552,0
2404,18325,0
2440,6643,1
822,18443,0
2502,16032,1
480,8285,0
1561,6235,0
2472,304,0
821,2571,0
337,4883,0
327,20123,0
2395,2583,0
1201,18645,0
1193,5592,1
2344,6970,1
239,10617,1
1850,18452,0
719,1218,0
2225,10417,0
1069,15619,0
65,1166,0
1752,21545,0
466,16317,0
2504,16598,0
2402,17787,0
1016,17234,0
1344,21494,0
582,20640,0
725,18124,0
1536,16040,0
1711,13502,0
148,11828,0
530,18531,1
144,3931,0
2267,2527,1
1745,6423,0
2237,13291,0
614,10333,0
1547,13133,0
1695,20851,0
175,5431,0
889,799,0
2037,6457,0
1129,8643,0
213,7531,0
512,6200,0
95,1038,0
2094,13888,0
531,2724,0
1092,6153,0
2220,9734,0
912,21872,0
362,16307,1
1301,5233,0
1217,11278,0
547,5248,0
1978,11970,0
1850,17488,1
2274,21531,0
73,5936,0
2477,19527,0
822,20429,0
1951,21576,0
2430,18165,0
1178,18165,0
1534,11043,0
1467,6088,0
507,13910,0
1348,4576,0
238,203,0
584,8909,0
1784,3901,0
2121,4432,1
2517,10727,0
1827,12585,0
627,14701,0
1205,8315,0
724,13098,0
1292,18602,1
700,18465,0
397,2950,0
1217,20495,0
2220,19283,0
661,9986,0
417,18443,0
1070,7664,0
636,746,0
1525,589,0
1531,9028,0
1930,13378,0
1145,2871,0
2535,19569,0
131,3165,0
2394,13251,1
561,9734,0
2422,15180,0
2412,20963,0
2389,286,0
2037,8516,0
568,2035,0
2371,8969,0
1737,5039,0
346,8304,1
2340,7772,0
1132,18153,0
1091,7000,0
1605,13427,0
2017,17691,0
2362,17737,0
886,21933,0
2052,17577,0
65,15086,0
545,14089,0
1684,17291,0
665,9288,0
735,4867,0
793,6032,0
2144,2821,0
316,15373,0
466,18151,0
528,20191,0
144,12347,0
2220,18153,0
1711,16433,0
2424,15448,0
79,18556,0
2332,801,0
2079,13974,0
2422,11213,0
2085,16120,0
1578,12638,0
1531,16919,0
2546,16320,0
2443,17453,0
1833,3571,0
2546,9063,0
1932,4976,0
702,8780,0
1959,16333,0
615,12451,0
1451,4719,1
1815,17571,0
1672,9026,0
1073,552,0
2292,3060,0
855,12122,0
887,20067,0
1296,8786,0
1564,2981,0
22,18526,0
852,17561,0
107,2096,0
2328,3254,0
944,6192,0
2389,16608,0
1485,3353,0
725,18125,0
816,11998,1
556,21901,0
2405,6982,0
889,2793,0
991,12312,1
2080,18134,0
1547,4788,0
342,1337,0
2265,13417,0
2071,12820,0
1257,14687,0
1531,16547,0
737,4752,0
2504,19011,0
243,6153,0
1605,8786,0
625,805,0
315,13661,0
2476,14884,0
935,19579,0
871,12024,0
1102,966,0
458,6581,0
1141,5215,0
1479,14308,0
623,2832,0
1280,17949,1
294,20779,0
398,17563,0
1869,12573,0
625,806,0
1194,3151,0
253,5723,0
2020,21566,0
1334,3203,0
1695,20219,0
1429,14015,0
1752,18020,0
2101,149,0
1502,14005,0
117,15292,0
671,2300,0
2361,6743,0
1711,9543,0
787,14949,0
1958,16833,0
1010,13085,0
2216,1832,0
1296,17561,0
2166,15394,0
1528,21324,0
2163,4093,0
2332,18443,0
672,2948,0
887,4723,0
1893,698,0
1247,19627,0
2394,8992,0
428,6200,0
547,11276,0
912,21629,0
2408,6808,1
1699,16822,0
25,7115,0
2188,12648,0
305,10293,0
2429,5967,0
2461,2053,0
382,6533,0
1605,21566,0
1508,13127,0
1091,17121,0
2430,17892,0
594,7768,0
1711,18492,0
1508,14525,0
1070,18643,0
822,6743,0
768,6360,0
1060,19283,0
904,7931,0
2089,20315,0
1571,10869,0
1740,10497,0
1193,519,0
2154,11210,0
219,729,0
625,2818,0
1191,13417,0
1888,12764,0
509,7770,0
699,8002,0
1571,2689,0
1796,10571,0
101,626,0
1959,304,0
1809,2815,0
2365,8618,1
1605,19283,0
2209,18420,0
70,11757,0
466,16910,0
16,19394,0
73,21292,0
2507,5040,0
724,3902,0
466,8782,0
144,12589,0
672,14826,0
2404,20960,0
797,12342,0
1839,20067,0
1483,1571,0
19,6596,0
510,3341,0
2448,5426,0
2517,12769,0
1536,15158,0
2122,20960,0
887,20428,0
2332,6740,0
1978,13928,0
1626,12998,0
2069,5119,0
597,22043,1
1048,21573,0
1927,6882,0
1172,16301,0
1498,18777,0
1130,16801,0
683,2226,0
1626,18731,0
2119,2681,0
1382,2589,0
720,7422,0
2407,2346,0
1348,8642,0
1091,8314,0
1456,18231,1
2390,10744,0
176,8825,0
2112,14701,0
7,1303,1
557,7959,0
1026,12056,0
1933,9148,0
1656,7870,0
1661,12838,0
2164,6240,0
1295,12447,0
700,4728,0
2201,13661,0
769,8429,0
277,3149,0
546,735,0
1809,16316,0
2538,12227,0
1891,19706,0
462,14686,0
1640,9564,1
994,11272,0
1155,8963,0
719,6401,0
56,21964,1
1927,2948,0
1964,12901,0
242,11691,0
136,2576,1
1933,7156,0
2190,21661,1
1010,20453,0
215,6601,1
1229,10854,0
1666,18908,0
1439,19654,1
2211,14617,0
837,16610,0
1781,4394,0
971,13426,0
753,18358,0
1863,12822,0
2293,4526,0
2093,15083,0
253,13715,0
822,18200,0
626,19011,0
589,1571,0
1962,13416,0
1875,12453,0
1418,14177,0
284,14569,0
2342,14522,0
1689,18814,0
2391,6753,0
1060,20125,0
917,17317,1
1193,4509,0
2069,1172,0
545,11634,0
545,7624,1
542,13159,1
1605,9734,0
497,13644,0
2229,871,0
599,548,0
1531,7003,0
2396,18101,1
752,7075,1
2114,14704,0
1791,16870,0
2538,21531,0
1983,17195,0
51,5210,0
2106,1253,1
1090,16634,1
1022,12116,1
2149,4787,0
2337,10441,0
1334,644,0
794,13704,0
22,16959,0
243,16134,0
1708,17726,0
1169,17826,0
410,15299,0
1628,14270,0
679,9808,0
1972,7581,0
25,6982,0
1108,10664,0
1992,18849,0
2538,335,0
864,19047,0
2274,13928,0
182,3955,0
1647,19108,0
299,2727,0
1853,15701,0
1822,7975,0
742,19565,0
70,13715,0
887,19780,0
1910,5797,0
2020,12781,0
672,853,0
625,16333,0
1530,18472,0
1080,4454,0
1529,526,0
1423,12414,0
576,8786,0
497,10989,0
737,6759,1
1257,17203,0
2123,1795,0
348,20343,0
215,10605,0
1170,12137,0
1463,9998,0
1178,4728,0
576,805,0
1315,21112,1
2430,6740,0
621,7701,0
2305,4855,0
2472,17203,0
248,5636,0
2435,20419,1
793,2072,0
117,9326,0
940,21204,0
702,21933,0
1654,5415,0
1656,2789,0
1106,13782,0
1833,21620,0
244,12785,0
228,21545,0
960,18617,0
65,5117,0
280,16597,0
794,19963,0
1108,735,0
545,14088,0
382,12585,0
2472,14680,0
2396,16561,0
1959,6750,0
788,14901,1
2430,2818,0
1365,16184,0
2446,22043,0
70,5727,0
397,14825,0
1197,12879,0
467,21605,0
1564,2980,0
261,14378,0
1284,9327,0
2122,18036,0
1995,17828,0
899,15261,0
582,14840,0
1978,12225,0
572,8704,0
2412,10590,0
2299,13099,0
1213,17504,0
2119,12660,0
2062,2270,0
1060,801,0
1486,13422,0
1044,19853,0
278,20067,0
961,14317,1
58,21406,0
869,10114,0
389,15107,0
410,15301,0
8,349,0
947,13423,0
922,5515,0
1608,15212,0
2430,806,0
1702,16823,0
531,19817,1
397,12919,0
243,9841,0
1605,8791,0
565,12610,0
148,21345,0
661,7970,0
1992,7245,0
510,1360,0
2224,12785,0
2293,10545,0
144,7976,0
2407,12311,1
1810,6672,0
1602,18111,0
1631,6556,0
348,13164,0
151,691,1
1739,11643,0
1621,17885,0
1978,12227,0
102,20247,0
1145,4785,0
1317,15355,0
1178,14707,0
65,1185,0
759,4311,0
1915,9455,0
1825,5339,0
745,7077,0
1605,20429,0
1583,21531,0
53,9734,0
2089,2681,0
261,3240,0
1293,8344,0
2546,5349,0
2361,286,0
1673,13271,0
462,2827,0
2020,20715,0
65,20757,0
166,18152,0
219,19817,0
632,7127,0
1342,9322,0
2,16495,0
92,6748,0
2389,18153,0
2405,21455,0
978,15000,0
1656,3068,0
683,5786,0
2322,5069,0
107,4082,0
1932,3042,0
1879,9989,0
432,12352,0
1296,9734,0
598,1657,0
1507,6690,0
2220,13427,0
722,8516,0
2430,17561,0
759,8379,0
1934,174,0
1133,808,0
1413,2789,0
366,9164,0
541,9189,1
912,5734,0
1699,19646,0
1258,21936,0
547,21282,0
734,5991,1
56,18761,0
725,10315,0
2284,20224,0
1937,20134,0
2284,18558,0
1605,17837,0
176,14820,0
1154,15213,0
1853,16450,0
1391,2976,1
1317,9408,0
1893,3167,0
638,4329,0
53,806,0
1257,304,0
176,3098,0
582,2465,0
2504,2818,0
846,6360,0
2284,17239,0
597,8342,0
932,16320,0
1791,19538,1
1975,14129,0
2434,4727,0
2147,17385,0
2518,15749,0
2190,12269,0
1191,15387,0
2396,16194,0
73,21757,0
1689,9543,0
2262,2632,0
2238,19239,0
627,4730,0
1739,14092,0
821,14402,0
1483,7546,0
239,8651,0
419,21057,0
1265,10451,0
1178,16608,0
856,16320,0
266,4860,0
1135,12789,0
1850,18454,0
209,18713,0
1858,6173,0
1075,12632,0
638,19221,0
925,14176,0
1825,13686,0
2422,21841,0
832,18692,0
1888,10731,0
244,14691,0
2115,809,0
2337,19492,0
1711,289,0
342,7323,0
2210,19538,0
187,14760,0
1483,9328,0
1927,6512,0
978,17549,0
2147,4253,0
95,8668,0
1178,17846,0
1594,12468,0
705,12895,1
1733,21812,1
544,16228,0
1257,20121,0
1933,11127,0
561,18165,0
1194,10954,0
56,9164,1
315,1727,0
678,19587,0
887,19567,0
1534,5040,0
2030,18747,0
2185,12464,0
1135,6998,0
1984,1120,1
2149,10785,0
1578,13152,0
2260,18583,0
1888,12769,0
94,7299,0
941,4720,0
621,11202,0
1992,21729,0
1007,21613,0
1508,645,0
1270,9305,0
2224,2821,0
66,3668,1
1649,1006,0
226,10821,0
2361,21693,0
1815,16978,0
912,16460,0
324,6457,0
1774,18402,1
944,9392,0
975,5421,0
25,20449,0
1010,3126,0
219,8698,0
1949,17302,1
576,6743,0
2297,10869,1
417,6743,0
598,2065,0
62,8692,0
307,19205,0
1483,16610,0
2507,7719,0
2123,13726,0
1484,21182,0
1649,6952,0
243,6152,0
705,10843,0
2052,6286,1
421,17330,0
2147,10293,0
2270,12717,0
2208,5421,0
1258,4728,0
2504,18507,0
2405,13012,0
960,4029,0
1382,10535,0
102,9793,0
184,13393,0
1959,19011,0
399,22063,0
2471,6740,0
852,14687,0
387,13149,0
265,3518,0
1850,17511,0
93,8348,0
1656,12764,0
781,21212,0
1154,11490,0
1558,12852,1
2449,5418,0
1183,11288,1
998,1288,0
382,1609,0
1229,14348,0
2548,7175,0
1532,12787,0
1605,12781,0
1729,12866,0
971,13425,0
1418,9869,0
626,18443,0
1528,20964,0
2349,21757,0
1522,18731,0
1656,6652,0
1927,10778,0
1688,18241,0
336,19065,0
2072,7712,0
1209,18494,0
1365,4029,0
1415,6344,0
2154,11211,1
1258,2821,0
896,3556,0
2089,12660,0
781,17875,0
1242,3823,0
943,2091,0
1366,7997,0
2020,801,0
2372,11964,0
1362,17388,1
2472,21811,0
547,6029,0
128,10640,1
1132,18507,0
2222,10744,0
660,12403,0
2538,11678,0
248,9675,0
1784,14395,0
1251,87,0
280,21955,0
342,13308,0
1988,9474,1
1614,8880,0
2220,4728,0
1153,9237,1
1429,8208,0
697,16650,0
822,14680,0
1686,3956,0
944,206,0
2260,18514,0
2322,19320,0
577,19367,1
1955,21221,0
1199,12355,0
1747,17302,0
1972,11592,0
14,1699,0
1997,20643,0
353,8761,0
852,304,0
2058,13453,0
466,17184,0
1257,4728,0
594,2714,0
2445,13066,0
1398,4586,1
786,4733,0
226,9013,0
1571,21933,0
1791,16560,0
30,15046,0
1103,6761,0
40,14686,0
700,8786,0
662,20473,0
1128,19199,0
1668,19552,0
2332,6743,0
2267,8533,0
215,676,0
1841,2326,1
823,14694,0
2050,12990,0
1509,5571,0
145,6536,0
561,19283,0
832,19556,1
627,10750,0
1605,10752,0
363,7131,0
1631,21045,0
1285,4590,0
1132,286,0
1178,16598,0
1208,16934,0
1959,17837,0
187,12862,0
598,7630,0
1605,14680,0
611,2439,0
1959,21693,0
1737,8747,0
1405,8245,0
1861,20654,0
1172,254,0
1932,21446,0
1178,8791,0
1513,1591,0
2126,19124,0
2063,5067,0
2260,5229,0
1257,2818,0
2126,9721,0
625,18443,1
2412,7233,1
725,17580,0
1241,19451,0
1210,10076,0
419,5215,0
1067,17186,0
1010,7055,0
2479,10670,0
1247,7775,0
149,20269,0
1888,2790,0
805,4310,0
1560,6400,0
1348,10602,0
2220,21566,0
1081,5076,0
1701,18550,0
1016,20015,0
1516,6810,0
432,438,0
176,951,0
1920,13431,0
1148,16756,1
1542,10128,0
1268,20274,0
561,14707,0
1860,18840,0
2305,5328,0
1417,16356,0
1714,18512,1
1454,21446,0
1802,14916,0
2255,8071,0
1972,3589,0
353,12769,0
419,30,0
327,14686,0
2191,16173,1
1481,12072,0
1413,799,0
626,16608,0
1135,2689,0
353,118,0
1839,17184,0
1230,8732,0
2518,21560,0
991,14245,0
176,6882,0
1695,16372,0
899,14710,0
362,19142,0
1233,12407,1
1340,8497,0
703,17555,0
1454,14715,0
2405,13010,0
542,3174,0
823,12790,0
1752,10391,0
463,11440,1
909,12299,0
235,16182,0
1413,6729,0
1862,9500,0
688,2871,0
451,10082,0
625,14687,0
2471,820,0
1534,15006,0
1973,10867,0
2305,15868,0
2260,7334,0
2361,13427,0
2054,11613,0
822,805,0
1153,13245,1
1225,2074,0
1356,11269,1
248,1689,0
2433,17517,0
890,20491,0
342,15295,0
275,10037,0
1529,13872,0
47,9387,0
1441,1328,0
1884,17578,1
592,2521,0
1334,645,0
757,449,0
2263,1019,0
215,10598,0
1169,15292,0
1776,11549,0
1813,16935,0
219,8697,0
2151,7338,1
1397,20805,1
1920,17247,0
900,14887,0
366,209,0
1132,16598,0
2144,9288,0
58,7538,0
2365,3203,0
417,17846,0
248,1685,0
517,4079,0
1595,13390,1
2507,1097,0
1530,7328,0
1191,10448,0
421,16516,0
2101,9945,0
636,18929,0
2037,8519,1
1605,6745,0
2517,14667,0
822,19011,0
1073,550,0
770,1302,0
1983,6914,0
869,10504,0
2316,7220,0
1957,16358,0
58,9328,0
2430,18444,0
927,7489,0
1172,14263,0
56,21636,0
495,20999,0
1353,12867,0
1334,8618,1
561,14687,0
475,12746,1
960,16184,0
1671,19639,0
1822,16496,0
2241,16499,0
1907,10481,1
1463,10238,0
856,17505,0
102,13721,0
1188,3172,0
501,16349,0
931,6451,1
56,15701,0
889,14169,0
1418,2835,0
1345,13104,0
1365,18617,0
1699,17102,0
2220,8786,0
466,16318,0
1997,12450,0
711,3219,0
1229,10098,0
932,17184,0
1502,16444,0
1473,3250,1
2265,21671,0
1937,2881,0
382,2580,0
698,18248,0
967,805,0
1145,18670,0
1099,7727,0
